epsilon rate, 0.1
actions,
Q Learning,542,303,1331,393,74,218,151,236,89,71,135,58,147,37,32,914,156,47,37,86,58,45,74,33,571,87,109,59,96,44,58,212,126,100,64,35,45,95,140,93,50,86,61,994,148,113,49,110,90,65,158,92,124,31,48,226,41,143,75,81,127,163,48,125,54,86,71,76,75,55,61,113,28,46,178,52,43,79,43,258,143,36,67,29,48,83,59,47,125,248,262,48,56,56,89,57,197,54,108,80
time,
Q Learning,23,53,31,23,16,54,30,38,50,34,19,35,25,25,23,34,28,28,33,19,20,31,27,37,86,46,62,27,23,26,36,41,27,25,27,20,48,26,38,21,17,35,29,38,49,34,33,27,26,28,26,43,32,36,33,31,29,26,27,36,40,22,30,35,44,29,39,34,41,52,26,76,39,59,48,57,43,34,57,86,39,62,44,37,42,50,37,54,67,70,55,42,38,56,42,31,54,48,48,38
reward,
Q Learning Rewards,-534,-95,-345,-357,35,20,-64,-138,47,41,30,106,33,62,63,-258,-106,1,70,37,44,70,75,81,-123,11,63,43,41,44,64,141,20,-23,45,74,67,0,-74,13,102,74,53,-239,0,34,67,-4,12,69,-43,-113,-10,77,58,26,69,50,31,68,-21,86,51,19,45,74,54,37,101,68,75,16,78,40,-71,75,57,16,54,-96,-46,58,73,66,58,43,40,39,79,-247,-39,58,54,76,45,74,-13,68,90,-26


epsilon rate, 0.2
actions,
Q Learning,361,557,207,133,184,222,198,216,228,153,198,326,38,146,261,103,116,44,44,80,77,143,95,101,87,36,118,67,55,108,55,32,62,41,45,29,57,71,93,86,69,44,120,104,118,80,34,37,60,43,29,44,49,38,41,64,206,50,84,77,303,98,70,66,117,51,50,30,46,71,41,28,34,47,83,136,39,78,41,51,49,68,101,42,49,30,48,39,27,53,52,200,26,50,34,49,182,34,110,47
Milliseconds,
Q Learning,35,30,18,23,31,18,79,22,18,19,77,17,23,64,28,24,67,26,12,19,14,15,16,20,20,18,15,17,20,23,13,25,24,23,21,29,26,21,20,36,36,28,30,51,22,28,33,21,16,22,25,26,26,24,17,26,38,28,38,29,42,30,23,23,22,22,22,37,19,29,23,24,32,22,31,31,50,51,42,35,50,35,32,39,33,27,38,32,24,30,31,37,33,34,29,33,30,30,32,36
reward:,
